50,2025-05-24 10:23:52.338598
40,2025-05-24 10:25:29.835984
400,2025-05-24 10:25:44.795411
400,2025-05-24 10:26:51.221958
200,2025-05-24 10:32:16.531812
100,2025-05-24 10:34:32.203388
1100,2025-05-24 10:35:05.739892
1000,2025-05-24 10:37:30.317922
100,2025-05-24 10:41:03.241840
200,2025-05-24 10:41:30.505692
1100,2025-05-24 10:42:58.404979
300,2025-05-24 10:43:28.764486
